x
1461	MACROH2A2
1462	KAT6B
1463	MAGI1
1464	ANKS1B
1465	MTERF1
1466	KIAA1958
1467	DDX3Y
1468	ANKRD11
1469	SAV1
1470	LOC100507336
1471	LOC105369602
1472	EHD3
1473	ACTR3
1474	SEMA6B
1475	FANK1
1476	SYT13
1477	PHTF1
1478	ID2
1479	CRK
1480	KDM4B
1481	QKI
1482	BRPF3-AS1
1483	APBB2
1484	SRRM4
1485	GINS4
1486	SENP6
1487	DGCR5
1488	ZNF599
1489	LOC644656
1490	ZDHHC14
1491	DNAH3
1492	KIAA1549L
1493	ZNRF3
1494	RAP1GAP
1495	CHST15
1496	HSP90AA1
1497	HSPA9
1498	ANKRD46
1499	RGS7
1500	HS3ST1
1501	NAP1L5
1502	STAP1
1503	SMAD4
1504	TMCC3
1505	CACNA2D3
1506	ARPC5L
1507	KALRN
1508	FDPS
1509	LINC01550
1510	DDX59
1511	PHOSPHO2
1512	ZMAT1
1513	DSTN
1514	NIPA1
1515	IPO7
1516	RIT1
1517	CDR2
1518	SERTM1
1519	RTN4
1520	HBS1L
1521	SALL1
1522	PUM1
1523	GHRHR
1524	ACTG1
1525	PDE1C
1526	STKLD1
1527	LMO7
1528	LOC105379752
1529	JAM3
1530	MAP9
1531	TMTC2
1532	PPP2CA
1533	ADGRL1
1534	NEXMIF
1535	GTF3C3
1536	TSPAN5
1537	LTK
1538	PEX3
1539	LINC00643
1540	KDM6B
1541	ERCC2
1542	CALB1
1543	CDC42
1544	MAPK8
1545	FRY-AS1
1546	DDX58
1547	LARP1
1548	ATF5
1549	RPL22
1550	PXDC1
1551	ACSL3
1552	NRGN
1553	CADM4
1554	SNRNP200
1555	PRELP
1556	MED26
1557	ARHGEF40
1558	NUDT4
1559	NDUFA6
1560	ALG8
1561	SOX2
1562	ARL6IP1
1563	DCBLD2
1564	SRSF5
1565	NLRP1
1566	EBLN2
1567	PPEF1
1568	CS
1569	ERMP1
1570	SHISA6
1571	PDHX
1572	TCF7
1573	ANKRD36BP2
1574	BCL2L11
1575	PPP3CB
1576	KLC4
1577	ORAI2
1578	CCSER2
1579	SERPINB1
1580	NOL4
1581	NDUFB10
1582	ZXDB
1583	POM121L12
1584	TTC38
1585	ZSCAN12
1586	GPR143
